,area_above_0p7,area_above_0p8,area_above_0p9,configuration,x_mm,y_mm
0,1.0007351377869729,1.0007351377869729,1.0007351377869729,1,0.0,0.0
1,0.9995108228654461,0.9995108228654461,0.9995108228654461,2,219.0,0.0
2,1.0002726043948296,1.0002726043948296,1.0002726043948296,3,109.5,189.6595634
3,1.0009764828379386,1.0009764828379386,1.0009764828379386,4,-109.5,189.6595634
4,1.0006918173766428,1.0006918173766428,1.0006918173766428,5,-219.0,0.0
5,1.0002937921438488,1.0002937921438488,1.0002937921438488,6,-109.5,-189.6595634
6,0.9987299390434086,0.9987299390434086,0.9987299390434086,7,109.5,-189.6595634
7,1.0008549636895234,1.0008549636895234,1.0008549636895234,8,438.0,0.0
8,0.9984600113721789,0.9984600113721789,0.9984600113721789,9,328.5,189.6595634
9,1.0006573430719654,1.0006573430719654,1.0006573430719654,10,219.0,379.3191269
10,1.0011033361434234,1.0011033361434234,1.0011033361434234,11,0.0,379.3191269
11,1.0009768335348557,1.0009768335348557,1.0009768335348557,12,-219.0,379.3191269
12,1.0018561124925789,1.0018561124925789,1.0018561124925789,13,-328.5,189.6595634
13,0.9998504334718669,0.9998504334718669,0.9998504334718669,14,-438.0,0.0
14,1.000525066750402,1.000525066750402,1.000525066750402,15,-328.5,-189.6595634
15,0.9987204105058334,0.9987204105058334,0.9987204105058334,16,-219.0,-379.3191269
16,0.9992613096531778,0.9992613096531778,0.9992613096531778,17,0.0,-379.3191269
17,0.9963447435107181,0.9963447435107181,0.9963447435107181,18,219.0,-379.3191269
18,0.9990238456654698,0.9990238456654698,0.9990238456654698,19,328.5,-189.6595634
19,1.0014166508561548,1.0014166508561548,0.9645275306134182,20,657.0,0.0
20,0.9939762609460006,0.9293839925229626,0.7670129518505132,21,547.5,189.6595634
21,0.9984811860379866,0.9984811860379866,0.9984811860379866,22,438.0,379.3191269
22,1.002392112113984,1.002392112113984,1.002392112113984,23,328.5,568.9786903
23,1.0023349456079016,1.0023349456079016,1.0023349456079016,24,109.5,568.9786903
24,1.0011016250986966,1.0011016250986966,1.0011016250986966,25,-109.5,568.9786903
25,1.000597222472222,1.000597222472222,1.000597222472222,26,-328.5,568.9786903
26,1.0017262857482834,0.999900740827271,0.9517727383642157,27,-438.0,379.3191269
27,1.000662104706199,0.9615584024457704,0.8301765074034098,28,-547.5,189.6595634
28,1.0007634802558751,0.9910829796129733,0.9256561476816352,29,-657.0,0.0
29,0.9985680635267966,0.9941769661790404,0.8751294380843149,30,-547.5,-189.6595634
30,1.000699435448571,1.000699435448571,1.000699435448571,31,-438.0,-379.3191269
31,1.0013082715025183,1.0013082715025183,1.0013082715025183,32,-328.5,-568.9786903
32,0.9992977819973354,0.9992977819973354,0.9992977819973354,33,-109.5,-568.9786903
33,1.0029077759331715,1.0029077759331715,1.0029077759331715,34,109.5,-568.9786903
34,0.9952684440902253,0.9952684440902253,0.9952684440902253,35,328.5,-568.9786903
35,1.000623199144978,1.000623199144978,1.000623199144978,36,438.0,-379.3191269
36,1.0003875802662423,1.0003875802662423,1.0003875802662423,37,547.5,-189.6595634
37,1.0012264524244188,1.0012264524244188,1.0012264524244188,38,876.0,0.0
38,1.0025323326723716,1.0025323326723716,0.9719593473152722,39,766.5,189.6595634
39,1.0022536976546959,1.0022536976546959,0.9844855756345535,40,657.0,379.3191269
40,0.9994402128697145,0.9994402128697145,0.9798142416928999,41,547.5,568.9786903
41,0.9988253806066884,0.9988253806066884,0.9988253806066884,42,438.0,758.6382537
42,1.0017561607845684,1.0017561607845684,1.0017561607845684,43,219.0,758.6382537
43,1.0011097787844225,1.0011097787844225,1.0011097787844225,44,0.0,758.6382537
44,1.001108233059506,1.001108233059506,1.001108233059506,45,-219.0,758.6382537
45,1.0014924197865789,1.0014924197865789,1.0014924197865789,46,-438.0,758.6382537
46,0.9994161516883985,0.9994161516883985,0.9994161516883985,47,-547.5,568.9786903
47,1.002842262647597,1.002842262647597,1.002842262647597,48,-657.0,379.3191269
48,1.0024736961524396,0.9983161244198898,0.9096766950819252,49,-766.5,189.6595634
49,0.9980200724398884,0.9980200724398884,0.9980200724398884,50,-876.0,0.0
50,0.9991333355714099,0.9991333355714099,0.9613382783246771,51,-766.5,-189.6595634
51,1.0025234875193636,0.9757110524324137,0.8782707395554501,52,-657.0,-379.3191269
52,1.0007945789531842,1.0007945789531842,1.0007945789531842,53,-547.5,-568.9786903
53,1.0006513750844095,1.0006513750844095,0.9896267001806927,54,-438.0,-758.6382537
54,1.0006493386217625,1.0006493386217625,0.9650948966925003,55,-219.0,-758.6382537
55,1.0029012246362625,1.0029012246362625,0.9856538787348744,56,0.0,-758.6382537
56,1.001092269450471,1.001092269450471,0.9307623695080645,57,219.0,-758.6382537
57,0.9986850809436295,0.9986850809436295,0.9661541002902988,58,438.0,-758.6382537
58,0.944227640313224,0.9141474752810992,0.8641211045592231,59,547.5,-568.9786903
59,1.0002094920455578,1.0002094920455578,0.9536006455391837,60,657.0,-379.3191269
60,1.0005114417011718,1.0005114417011718,1.0005114417011718,61,766.5,-189.6595634
61,1.002107687316713,1.002107687316713,1.002107687316713,62,985.5,189.6595634
62,1.001413882306257,1.001413882306257,0.9676900903175095,63,876.0,379.3191269
63,1.001628609399052,1.000479199519414,0.9387394688417019,64,766.5,568.9786903
64,1.000175455390479,1.000175455390479,1.000175455390479,65,657.0,758.6382537
65,1.0002100839865486,1.0002100839865486,1.0002100839865486,66,328.5,948.2978171
66,1.0003337987762078,1.0003337987762078,1.0003337987762078,67,109.5,948.2978171
67,1.0005805749175078,1.0005805749175078,1.0005805749175078,68,-109.5,948.2978171
68,1.001248376553216,1.001248376553216,1.001248376553216,69,-328.5,948.2978171
69,0.999256047553599,0.999256047553599,0.999256047553599,70,-657.0,758.6382537
